global_idx,sentence,verb_lemma,verb,recipient,recipient_anim,theme,theme_anim,construction,verb_tag,verb_i,subject,recipient_tag,recipient_pos,recipient_i,theme_tag,theme_pos,theme_i,preposition,preposition_i,token_count,type,verb_type,alternant,recipient_pos_spacy,recipient_length,theme_length,length_difference,loose_default_ratio,loose_balanced_cf_ratio,noditrans_cf_ratio,nodative_cf_ratio,counterfactual_ratio,short_first_noditransitive_ratio,random_first_noditransitive_ratio,long_first_noditransitive_ratio
135,leave it to me.,leave,leave,me,a,it,i,,VB,0,,IN,PRON,3,PRP,PRON,1,to,2,5,dative,alternating,leave me it.,ADP,1,1,0.0,-2.6416327953338623,-1.469165563583374,-0.9831368923187256,-0.8931355476379395,-0.6998801231384277,-0.9352355003356934,-0.9199562072753906,-0.30985212326049805
139,get some for you.,get,get,you,a,some,i,,VB,0,,IN,PRON,3,DT,PRON,1,for,2,5,dative,benefactive_alternating,get you some.,ADP,1,1,0.0,0.05933952331542969,-0.28995704650878906,-1.1305689811706543,-1.2817926406860352,-1.275179386138916,-1.2203187942504883,-1.2540907859802246,-1.086778163909912
146,give it to me a minute!,give,give,me,a,it,i,,VB,0,,IN,PRON,3,PRP,PRON,1,to,2,7,dative,alternating,give me it a minute!,ADP,1,1,0.0,-1.2185380458831787,-0.6297905445098877,-0.7192087173461914,-0.5730414390563965,-0.24875712394714355,-0.4844484329223633,-0.43678998947143555,-0.7181119918823242
173,and the mommy tried to feed miss spider to her babies.,feed,feed,her babies,a,miss spider,b,,VB,5,,IN,,9,NN,NOUN,6,to,8,12,dative,alternating,and the mommy tried to feed her babies miss spider.,ADP,2,2,0.0,-0.3666372299194336,-0.36489009857177734,0.07791852951049805,0.13702917098999023,-0.1485581398010254,0.12829113006591797,0.37364768981933594,0.3651552200317383
197,want me to read it to you.,read,read,you,a,it,i,,VB,3,me,IN,PRON,6,PRP,PRON,4,to,5,8,dative,alternating,want me to read you it.,ADP,1,1,0.0,-0.644942045211792,-0.2886350154876709,-0.23329544067382812,-0.7490181922912598,0.07445621490478516,-0.28716111183166504,0.03634810447692871,0.10112261772155762
210,you not gonna read it to me?,read,read,me,a,it,i,,VB,4,,IN,PRON,7,PRP,PRON,5,to,6,9,prep,alternating,you not gonna read me it?,ADP,1,1,0.0,-1.3893542289733887,-0.5904099941253662,-0.7631006240844727,-0.9730496406555176,-0.2317352294921875,-0.9887418746948242,-0.7828631401062012,-0.5137290954589844
217,now you have to read the story to me.,read,read,me,a,the story,i,,VB,4,,IN,PRON,8,NN,NOUN,5,to,7,10,prep,alternating,now you have to read me the story.,ADP,1,2,-0.6931471806,-0.21118640899658203,-0.405627965927124,-0.2733016014099121,-0.5523562431335449,-0.30731821060180664,-0.37397122383117676,-0.2846829891204834,-0.423858642578125
236,who sent it to you?,send,sent,you,a,it,i,,VBD,1,who,IN,PRON,4,PRP,PRON,2,to,3,6,dative,alternating,who sent you it?,ADP,1,1,0.0,-0.860055685043335,-0.9899587631225586,-0.14131641387939453,0.1474437713623047,-0.14725708961486816,-0.8582348823547363,-0.027677536010742188,0.14285850524902344
265,do you want to find it for her?,find,find,her,a,it,i,,VB,4,,IN,PRON,7,PRP,PRON,5,for,6,9,dative,benefactive_alternating,do you want to find her it?,ADP,1,1,0.0,-0.697221040725708,-0.7486224174499512,-0.55696702003479,-0.6380691528320312,-0.2601649761199951,-0.6140937805175781,-0.19942402839660645,0.135589599609375
279,give it to the bird.,give,give,the bird,b,it,i,,VB,0,,IN,,3,PRP,PRON,1,to,2,6,dative,alternating,give the bird it.,ADP,2,1,0.6931471806,-2.407531499862671,-0.8416604995727539,-1.222827434539795,-1.1853117942810059,0.09459352493286133,-1.8964462280273438,-0.6640143394470215,-0.24803829193115234
298,give it to mummy?,give,give,mummy,a,it,i,,VB,0,,IN,,3,PRP,PRON,1,to,2,5,dative,alternating,give mummy it?,ADP,1,1,0.0,-2.0932719707489014,-1.541571855545044,-2.3789730072021484,-2.2350592613220215,-0.648740291595459,-2.473611354827881,-0.7954773902893066,-1.0978550910949707
301,would you save that for me?,save,save,me,a,that,i,,VB,2,you,IN,PRON,5,DT,PRON,3,for,4,7,dative,benefactive_alternating,would you save me that?,ADP,1,1,0.0,-1.778956413269043,-1.3665904998779297,-1.056715488433838,-1.78387451171875,-1.0537614822387695,-0.4476618766784668,-0.5347895622253418,0.4027833938598633
307,want me to give it to you?,give,give,you,a,it,i,,VB,3,me,IN,PRON,6,PRP,PRON,4,to,5,8,prep,alternating,want me to give you it?,ADP,1,1,0.0,-0.8118240833282471,-0.7863876819610596,-0.2294750213623047,-0.44904541969299316,0.06579065322875977,-0.0838463306427002,0.17905592918395996,0.3303689956665039
339,france gave the statue of liberty to new york?,give,gave,new york,i,the statue of liberty,i,,VBD,1,france,IN,,7,NN,NOUN,2,to,6,10,prep,alternating,france gave new york the statue of liberty?,ADP,2,4,-0.6931471806,-0.6341972351074219,-0.5594887733459473,-0.3399677276611328,-0.20420026779174805,-0.552070140838623,-0.41521739959716797,-0.23888587951660156,-0.1239323616027832
366,well yeah okay you can give that to gigi go ahead.,give,give,gigi,a,that,i,,VB,5,you,IN,,8,DT,PRON,6,to,7,12,dative,alternating,well yeah okay you can give gigi that go ahead.,ADP,1,1,0.0,-0.5811748504638672,-0.4239993095397949,-0.21328067779541016,-0.3752627372741699,-0.6214847564697266,-0.27393293380737305,0.12935495376586914,0.31555938720703125
367,go ahead bring it to her.,bring,bring,her,a,it,i,,VB,2,,IN,PRON,5,PRP,PRON,3,to,4,7,dative,alternating,go ahead bring her it.,ADP,1,1,0.0,-1.6100728511810303,-0.7269017696380615,-0.6227798461914062,-0.4165487289428711,0.28374814987182617,-0.5327749252319336,-0.4432187080383301,0.29430675506591797
392,did maggie give this to you as a present.,give,give,you,a,this,i,,VB,2,maggie,IN,PRON,5,DT,PRON,3,to,4,10,dative,alternating,did maggie give you this as a present.,ADP,1,1,0.0,0.0011191368103027344,-0.16345572471618652,-0.2060871124267578,0.015519142150878906,-0.0836019515991211,-0.010538578033447266,-0.20196866989135742,-0.11254119873046875
402,ellie gave it to you.,give,gave,you,a,it,i,,VBD,1,ellie,IN,PRON,4,PRP,PRON,2,to,3,6,dative,alternating,ellie gave you it.,ADP,1,1,0.0,-1.5533299446105957,-0.9026546478271484,-0.5240054130554199,-0.8103418350219727,-0.3308100700378418,-1.022402286529541,-0.34345531463623047,0.5641746520996094
416,if i give it to you will you go to bed.,give,give,you,a,it,i,,VBP,2,i,IN,PRON,5,PRP,PRON,3,to,4,12,dative,alternating,if i give you it will you go to bed.,ADP,1,1,0.0,-0.5611038208007812,-0.44557738304138184,-0.07184743881225586,-0.5205490589141846,-0.37149882316589355,0.16139888763427734,-0.05808258056640625,0.5057401657104492
419,i know you'll tell a story to big bird won't you.,tell,tell,big bird,b,a story,i,,VB,4,you,IN,,8,NN,NOUN,5,to,7,14,prep,alternating,i know you'll tell big bird a story won't you.,ADP,2,2,0.0,-0.10778260231018066,-0.09898948669433594,-0.07251977920532227,0.049518585205078125,-0.14165258407592773,0.05335259437561035,-0.309065580368042,0.13771724700927734
440,didn't you get some for yourself?,get,get,yourself,a,some,i,,VB,3,you,IN,PRON,6,DT,PRON,4,for,5,8,dative,benefactive_alternating,didn't you get yourself some?,ADP,1,1,0.0,-0.3450329303741455,-0.39816904067993164,-0.6769640445709229,-0.9137430191040039,-0.16789913177490234,-0.4596593379974365,-0.3039059638977051,-0.08434247970581055
441,get some for jenny too.,get,get,jenny,a,some,i,,VB,0,,IN,,3,DT,PRON,1,for,2,6,dative,benefactive_alternating,get jenny some too.,ADP,1,1,0.0,-1.055490493774414,-0.8026080131530762,-1.2180662155151367,-1.1658306121826172,-0.7980165481567383,-0.6512813568115234,-0.672513484954834,-1.3378353118896484
443,so we can make scrambled eggs for the cowboys?,make,make,the cowboys,a,scrambled eggs,i,,VB,3,we,IN,,7,NNS,NOUN,4,for,6,10,dative,benefactive_alternating,so we can make the cowboys scrambled eggs?,ADP,2,2,0.0,-0.6932296752929688,-0.31862306594848633,-1.2295818328857422,-1.0343084335327148,-0.7680978775024414,-0.8893589973449707,-0.5168347358703613,-0.6636509895324707
485,you're giving it to me?,give,giving,me,a,it,i,,VBG,2,you,IN,PRON,5,PRP,PRON,3,to,4,7,dative,alternating,you're giving me it?,ADP,1,1,0.0,-1.0007009506225586,-0.6344234943389893,-0.23931217193603516,-0.3225250244140625,-0.20920062065124512,-0.13503742218017578,-0.34494948387145996,0.47595787048339844
500,should we make a den for the fox?,make,make,the fox,b,a den,i,,VB,2,we,IN,,6,NN,NOUN,3,for,5,9,dative,benefactive_alternating,should we make the fox a den?,ADP,2,2,0.0,-0.7321226596832275,-0.4107520580291748,-0.3781294822692871,-0.5173282623291016,-0.1382298469543457,-0.6569821834564209,-0.37962818145751953,-0.5284104347229004
516,you gave it to her to eat?,give,gave,her,a,it,i,,VBD,1,you,IN,PRON,4,PRP,PRON,2,to,3,8,dative,alternating,you gave her it to eat?,ADP,1,1,0.0,-1.1833343505859375,-0.4232177734375,-0.1268167495727539,-0.9226489067077637,-0.24873685836791992,0.07503318786621094,-0.005228519439697266,-0.14962291717529297
550,pierre and maryse gave this to you.,give,gave,you,a,this,i,,VBD,3,pierre and maryse,IN,PRON,6,DT,PRON,4,to,5,8,prep,alternating,pierre and maryse gave you this.,ADP,1,1,0.0,-0.6890501976013184,-0.23501253128051758,-0.5691561698913574,-0.5763368606567383,-0.8199057579040527,-0.4527859687805176,-0.3146495819091797,0.3583545684814453
552,maybe your dump truck can come and visit the village and bring things to the village.,bring,bring,the village,i,things,i,,VB,11,,IN,,14,NNS,NOUN,12,to,13,17,dative,alternating,maybe your dump truck can come and visit the village and bring the village things.,ADP,2,1,0.6931471806,-0.5247464179992676,-0.3232898712158203,-0.39503002166748047,-0.5374002456665039,-0.12874984741210938,-0.48941659927368164,-0.45748233795166016,-0.20403480529785156
564,you're going to have to buy another one and give it to ursula because you're breaking that one.,give,give,ursula,a,it,i,,VB,10,,IN,,13,PRP,PRON,11,to,12,21,dative,alternating,you're going to have to buy another one and give ursula it because you're breaking that one.,ADP,1,1,0.0,-0.6067366600036621,-0.2878546714782715,-0.3447449207305908,-0.29973864555358887,-0.06425929069519043,0.008476018905639648,0.017277240753173828,-0.031036853790283203
569,you sing it for her.,sing,sing,her,a,it,i,,VBP,1,you,IN,PRON,4,PRP,PRON,2,for,3,6,dative,benefactive_alternating,you sing her it.,ADP,1,1,0.0,-1.914396047592163,-0.8819773197174072,-1.0163483619689941,-0.9142670631408691,-0.3924417495727539,-1.666865348815918,-0.650029182434082,-0.3801450729370117
580,you have to read it to me okay?,read,read,me,a,it,i,,VB,3,,IN,PRON,6,PRP,PRON,4,to,5,9,prep,alternating,you have to read me it okay?,ADP,1,1,0.0,-1.1799943447113037,-0.5223829746246338,-0.4650580883026123,-0.48981261253356934,-0.07567954063415527,-0.4360036849975586,-0.7324810028076172,-0.4124774932861328
611,who gave it to you?,give,gave,you,a,it,i,,VBD,1,who,IN,PRON,4,PRP,PRON,2,to,3,6,dative,alternating,who gave you it?,ADP,1,1,0.0,-1.2126398086547852,-0.8811435699462891,-0.19322514533996582,-0.677839994430542,-0.15236306190490723,-0.3507652282714844,-0.05040931701660156,0.1872100830078125
616,no grandpa gave it to you?,give,gave,you,a,it,i,,VBD,2,no grandpa,IN,PRON,5,PRP,PRON,3,to,4,7,dative,alternating,no grandpa gave you it?,ADP,1,1,0.0,-1.097407341003418,-0.8140683174133301,-0.2122631072998047,-0.8542075157165527,-0.47553205490112305,-0.36569690704345703,0.08632183074951172,0.8701324462890625
626,okay do you want to sell it to me?,sell,sell,me,a,it,i,,VB,5,,IN,PRON,8,PRP,PRON,6,to,7,10,dative,alternating,okay do you want to sell me it?,ADP,1,1,0.0,-0.7830207347869873,-0.7524914741516113,-0.522346019744873,-0.43667054176330566,0.054724693298339844,-0.6492729187011719,-0.3959794044494629,-0.4626340866088867
628,now you sold it to me.,sell,sold,me,a,it,i,,VBD,2,you,IN,PRON,5,PRP,PRON,3,to,4,7,dative,alternating,now you sold me it.,ADP,1,1,0.0,-1.3927981853485107,-0.878159761428833,-0.5013880729675293,-0.8537635803222656,-0.07913637161254883,-0.9548006057739258,-1.1803579330444336,-0.24569034576416016
661,give one to edna and one to daddy?,give,give,edna,a,one,i,,VB,0,,IN,,3,CD,NUM,1,to,2,9,dative,alternating,give edna one and one to daddy?,ADP,1,1,0.0,-1.2750425338745117,-0.9631648063659668,-1.848006248474121,-1.0025434494018555,-0.7070193290710449,-0.4728384017944336,-0.15376949310302734,0.2158808708190918
670,maybe he does we'll have to give it to him when he gets home hah.,give,give,him,a,it,i,,VB,7,,IN,PRON,10,PRP,PRON,8,to,9,17,dative,alternating,maybe he does we'll have to give him it when he gets home hah.,ADP,1,1,0.0,-0.32952213287353516,-0.19517111778259277,0.027859210968017578,-0.17706608772277832,0.05541515350341797,0.11359930038452148,0.10542511940002441,-0.019461631774902344
685,well this is he's feeding cake to his little animals.,feed,feeding,his little animals,b,cake,i,,VBG,5,he,IN,,8,NN,NOUN,6,to,7,12,dative,alternating,well this is he's feeding his little animals cake.,ADP,3,1,1.098612289,-0.13158559799194336,-0.032692909240722656,0.43608999252319336,0.32570600509643555,-0.159698486328125,0.11945486068725586,0.5226945877075195,-0.23314857482910156
701,maybe i can find them for you?,find,find,you,a,them,i,,VB,3,i,IN,PRON,6,PRP,PRON,4,for,5,8,dative,benefactive_alternating,maybe i can find you them?,ADP,1,1,0.0,-0.8660597801208496,-0.7516679763793945,-0.5061535835266113,-0.7140891551971436,-0.5291926860809326,-0.6802358627319336,-0.4929680824279785,-0.08067846298217773
718,daddy is going to get a band aid for you.,get,get,you,a,a band aid,i,,VB,4,,IN,PRON,9,NN,NOUN,5,for,8,11,dative,benefactive_alternating,daddy is going to get you a band aid.,ADP,1,3,-1.098612289,-0.26590418815612793,-0.08657312393188477,-0.6080031394958496,-0.5223925113677979,-0.36824655532836914,-0.6712758541107178,-0.3014678955078125,0.09102869033813477
731,aw i was gonna mail something to auntie lizzie too.,mail,mail,auntie lizzie,a,something,i,,VB,5,,IN,,8,NN,PRON,6,to,7,12,dative,alternating,aw i was gonna mail auntie lizzie something too.,ADP,2,1,0.6931471806,-1.2634081840515137,-0.5032811164855957,-0.7189440727233887,-0.9397010803222656,-0.6689152717590332,-0.5727276802062988,-0.7605690956115723,-0.3818535804748535
733,alright i gotta go write this out to katie and mail it to her today.,mail,mail,her,a,it,i,,VB,11,,IN,PRON,14,PRP,PRON,12,to,13,17,dative,alternating,alright i gotta go write this out to katie and mail her it today.,ADP,1,1,0.0,-0.6364073753356934,-0.41432762145996094,-0.568321704864502,-0.612450122833252,-0.3995680809020996,-0.2512540817260742,-0.20605897903442383,-0.06873035430908203
734,we gotta buy a present for caroline today.,buy,buy,caroline,a,a present,i,,VB,3,,IN,,7,NN,NOUN,4,for,6,10,dative,benefactive_alternating,we gotta buy caroline a present today.,ADP,1,2,-0.6931471806,0.14943170547485352,-0.46369266510009766,-1.203145980834961,-1.3705554008483887,-0.6325793266296387,-1.0602502822875977,-1.2979850769042969,-0.6229343414306641
756,no after you bring him to the bank what are you gonna do with him.,bring,bring,the bank,i,him,a,,VBP,3,you,IN,,6,PRP,PRON,4,to,5,17,prep,alternating,no after you bring the bank him what are you gonna do with him.,ADP,2,1,0.6931471806,-0.9585614204406738,-0.4998016357421875,-0.7599687576293945,-0.27618885040283203,-0.13407254219055176,-0.561180591583252,-0.5124506950378418,-0.2263031005859375
768,shall we give some of your toys to another little girl?,give,give,another little girl,a,some of your toys,i,,VB,2,we,IN,,8,DT,PRON,3,to,7,12,prep,alternating,shall we give another little girl some of your toys?,ADP,3,4,-0.2876820725,-0.28473496437072754,-0.1707746982574463,-0.11159276962280273,-0.529292106628418,-0.3138411045074463,0.1458115577697754,-0.16802740097045898,-0.1489853858947754
781,you want me to read that to you?,read,read,you,a,that,i,,VB,4,me,IN,PRON,7,DT,PRON,5,to,6,9,prep,alternating,you want me to read you that?,ADP,1,1,0.0,-0.29348063468933105,-0.4768543243408203,-0.5380322933197021,-0.7512054443359375,0.10343408584594727,-0.5682458877563477,0.19568300247192383,0.10548210144042969
816,you wanna pass it to me?,pass,pass,me,a,it,i,,VB,2,you,IN,PRON,5,PRP,PRON,3,to,4,7,dative,alternating,you wanna pass me it?,ADP,1,1,0.0,-1.6709423065185547,-0.7896263599395752,-0.4757719039916992,-0.5555167198181152,-0.39089250564575195,-0.9522271156311035,-0.7019085884094238,-0.25644588470458984
823,do you wanna read the book to me?,read,read,me,a,the book,i,,VB,3,you,IN,PRON,7,NN,NOUN,4,to,6,9,prep,alternating,do you wanna read me the book?,ADP,1,2,-0.6931471806,-0.09679317474365234,-0.2873387336730957,-0.2561318874359131,-1.0287559032440186,-0.27788233757019043,-0.1830134391784668,-0.05435824394226074,-0.160872220993042
833,do you want to show that to me?,show,show,me,a,that,i,,VB,4,,IN,PRON,7,DT,PRON,5,to,6,9,dative,alternating,do you want to show me that?,ADP,1,1,0.0,-0.05569863319396973,-0.33284831047058105,0.12643933296203613,-0.03293251991271973,0.15803933143615723,0.6120986938476562,0.31924915313720703,0.18927812576293945
858,susie gave it to you?,give,gave,you,a,it,i,,VBD,1,susie,IN,PRON,4,PRP,PRON,2,to,3,6,prep,alternating,susie gave you it?,ADP,1,1,0.0,-1.848454475402832,-1.2410917282104492,-0.6307001113891602,-0.6633343696594238,-0.7960720062255859,-0.9131355285644531,-0.21548795700073242,0.44146203994750977
866,so i can make a hat for monkey.,make,make,monkey,b,a hat,i,,VB,3,i,IN,,7,NN,NOUN,4,for,6,9,dative,benefactive_alternating,so i can make monkey a hat.,ADP,1,2,-0.6931471806,-0.38441038131713867,-0.5297050476074219,-0.5649423599243164,-0.3115420341491699,-0.8381218910217285,-0.13896608352661133,-0.47566890716552734,0.3133058547973633
876,read the book to jim.,read,read,jim,a,the book,i,,VB,0,,IN,,4,NN,NOUN,1,to,3,6,dative,alternating,read jim the book.,ADP,1,2,-0.6931471806,-0.46556949615478516,-0.5798254013061523,-0.8677840232849121,-1.1243152618408203,-1.3767657279968262,0.11054325103759766,0.08014535903930664,-0.6862373352050781
894,you wanna read this book to me?,read,read,me,a,this book,i,,VB,2,you,IN,PRON,6,NN,NOUN,3,to,5,8,prep,alternating,you wanna read me this book?,ADP,1,2,-0.6931471806,-0.11551785469055176,-0.4627258777618408,-0.5727100372314453,-1.3869171142578125,-0.37151265144348145,-0.12916350364685059,-0.38050413131713867,-0.23694515228271484
913,can you make can you cook it for me?,cook,cook,me,a,it,i,,VB,5,you,IN,PRON,8,PRP,PRON,6,for,7,10,dative,benefactive_alternating,can you make can you cook me it?,ADP,1,1,0.0,-1.2616219520568848,-0.8393540382385254,-0.8347229957580566,-1.095682144165039,-0.24793148040771484,-0.9418587684631348,-0.13778114318847656,-0.2152843475341797
966,well you know i bought both toys for both boys but the way i gave the toys to them i gave the wompa to ross and the tauntaun to mark.,buy,bought,both boys,a,both toys,i,,VBD,4,i,IN,,8,NNS,NOUN,5,for,7,31,dative,benefactive_alternating,well you know i bought both boys both toys but the way i gave the toys to them i gave the wompa to ross and the tauntaun to mark.,ADP,2,2,0.0,-0.20842647552490234,-0.33460211753845215,-0.2562394142150879,-0.22670245170593262,-0.3545267581939697,-0.05412578582763672,-0.17069673538208008,-0.23303985595703125
975,yeah you must have taught it to him.,teach,taught,him,a,it,i,,VBN,4,you,IN,PRON,7,PRP,PRON,5,to,6,9,dative,alternating,yeah you must have taught him it.,ADP,1,1,0.0,-0.42720842361450195,-0.2171158790588379,-0.12418079376220703,-0.08827495574951172,0.02765512466430664,0.03119802474975586,-0.20996570587158203,0.20141839981079102
985,now give it to me now and i'll put it away for tomorrow.,give,give,me,a,it,i,,VB,1,,IN,PRON,4,PRP,PRON,2,to,3,15,dative,alternating,now give me it now and i'll put it away for tomorrow.,ADP,1,1,0.0,-0.24960613250732422,-0.245283842086792,-0.3097724914550781,-0.15141940116882324,-0.07299160957336426,0.09865689277648926,0.1801755428314209,0.01354837417602539
1008,adam smith now it's your turn to read a story to the class.,read,read,the class,b,a story,i,,VB,8,,IN,,12,NN,NOUN,9,to,11,15,prep,alternating,adam smith now it's your turn to read the class a story.,ADP,2,2,0.0,-0.2740504741668701,-0.1423509120941162,-0.1178431510925293,-0.43888401985168457,-0.22860121726989746,-0.17389678955078125,-0.44504737854003906,-0.10979461669921875
1013,want me to cut this for you.,cut,cut,you,a,this,i,,VB,3,me,IN,PRON,6,DT,PRON,4,for,5,8,dative,benefactive_alternating,want me to cut you this.,ADP,1,1,0.0,-0.3725266456604004,-0.42282867431640625,-0.4995393753051758,-0.7431023120880127,-0.04418492317199707,-0.19262146949768066,0.00323486328125,0.31113481521606445
1015,or just pass it to me?,pass,pass,me,a,it,i,,VB,2,,IN,PRON,5,PRP,PRON,3,to,4,7,dative,alternating,or just pass me it?,ADP,1,1,0.0,-1.7448794841766357,-1.1396913528442383,-0.6387090682983398,-1.1647648811340332,-0.4061574935913086,-0.9268670082092285,-1.0067996978759766,-0.6853981018066406
1052,my mother's girl friend gave it to her.,give,gave,her,a,it,i,,VBD,5,my mother's girl friend,IN,PRON,8,PRP,PRON,6,to,7,10,dative,alternating,my mother's girl friend gave her it.,ADP,1,1,0.0,-0.647711992263794,-0.4088890552520752,-0.048456668853759766,-0.3651387691497803,-0.16691827774047852,-0.6878113746643066,0.1641068458557129,-0.00768280029296875
1056,that's how you sold him you sold him to me and he had blood all over him?,sell,sold,me,a,him,a,,VBD,7,you,IN,PRON,10,PRP,PRON,8,to,9,19,dative,alternating,that's how you sold him you sold me him and he had blood all over him?,ADP,1,1,0.0,-0.22106313705444336,-0.22401022911071777,-0.1555793285369873,-0.06139397621154785,-0.03278183937072754,-0.17817449569702148,-0.09433937072753906,-0.023508548736572266
1063,marky you give some to ross.,give,give,ross,a,some,i,,VBP,2,you,IN,,5,DT,PRON,3,to,4,7,prep,alternating,marky you give ross some.,ADP,1,1,0.0,-0.5658631324768066,-0.15147972106933594,-0.291837215423584,-1.0802001953125,-0.8252592086791992,-0.25063562393188477,-0.2510838508605957,0.4577031135559082
1065,no ross i'm not going to give them to you.,give,give,you,a,them,i,,VB,7,,IN,PRON,10,PRP,PRON,8,to,9,12,prep,alternating,no ross i'm not going to give you them.,ADP,1,1,0.0,-0.23802542686462402,-0.19606542587280273,-0.037264108657836914,-0.3297741413116455,0.018919706344604492,-0.10835003852844238,-0.07421135902404785,0.19252443313598633
1067,could you you give that to daddy?,give,give,daddy,a,that,i,,VB,3,you,IN,,6,DT,PRON,4,to,5,8,prep,alternating,could you you give daddy that?,ADP,1,1,0.0,-0.9759731292724609,-0.7767801284790039,-0.8286881446838379,-0.7994680404663086,-0.49013710021972656,-1.2482199668884277,-0.7158374786376953,-0.20425128936767578
1091,are you going to set the table for me?,set,set,me,a,the table,i,,VB,4,,IN,PRON,8,NN,NOUN,5,for,7,10,dative,benefactive_alternating,are you going to set me the table?,ADP,1,2,-0.6931471806,-1.137528419494629,-0.798072099685669,-0.517911434173584,-0.8686084747314453,-0.3602609634399414,-0.3154780864715576,-0.5487401485443115,-0.6342449188232422
1110,"I mean I'll give one of these to each of my form teachers so they know, they're gonna write in bits and pieces whatever they want to know.",give,give,each of my form teachers,a,one of these,i,,VB,4,i,IN,,9,CD,NUM,5,to,8,33,dative,alternating,"I mean I'll give each of my form teachers one of these so they know, they're gonna write in bits and pieces whatever they want to know.",ADP,5,3,0.5108256238,-0.354534387588501,-0.23323607444763184,-0.3649017810821533,-0.2628300189971924,-0.15542984008789062,-0.1747891902923584,0.01606273651123047,-0.10232067108154297
