global_idx,sentence,verb_lemma,verb,recipient,recipient_anim,theme,theme_anim,construction,verb_tag,verb_i,subject,recipient_tag,recipient_pos,recipient_i,theme_tag,theme_pos,theme_i,preposition,preposition_i,token_count,type,verb_type,alternant,recipient_pos_spacy,recipient_length,theme_length,length_difference,loose_default_ratio,loose_balanced_cf_ratio,noditrans_cf_ratio,nodative_cf_ratio,counterfactual_ratio,short_first_noditransitive_ratio,random_first_noditransitive_ratio,long_first_noditransitive_ratio
23091,"However, the government did not give him any punishment as a criminal.",give,give,him,a,any punishment as a criminal,i,give him any punishment as a criminal,VB,6,the government,PRP,PRON,7,NN,NOUN,8,,,14,dative,alternating,"However, the government did not give any punishment as a criminal to him.",,1,5,-1.609437912,0.31789422035217285,-0.020120859146118164,0.14451313018798828,0.15045547485351562,-0.14781546592712402,0.06217145919799805,0.2292652130126953,-0.4507155418395996
18107,"Miss Clements, I'm sorry to have to tell you this... but to be perfectly blunt... your father's name will never go up on that wall.",tell,tell,you,a,this,i,tell you this,VB,9,,PRP,PRON,10,DT,PRON,11,,,35,dative,alternating,"Miss Clements, I'm sorry to have to tell this to you... but to be perfectly blunt... your father's name will never go up on that wall.",,1,1,0.0,-0.1112203598022461,-0.14821386337280273,-0.12195348739624023,0.1103515625,-0.0773611068725586,0.06305217742919922,0.2476048469543457,-0.04134321212768555
10618,I forgot to get Charles anything.,get,get,charles,a,anything,i,get charles anything,VB,3,,NNP,PROPN,4,NN,PRON,5,,,7,dative,benefactive_alternating,I forgot to get anything for Charles.,,1,1,0.0,-0.8321499824523926,-0.7092828750610352,-1.2965450286865234,-1.3101286888122559,-0.928098201751709,-1.3116698265075684,-0.7970876693725586,-0.6125173568725586
259,better give papa some bread and butter eve.,give,give,papa,a,some bread and butter,i,give papa some bread and butter,VB,1,,NNP,PROPN,2,NN,NOUN,3,,,9,dative,alternating,better give some bread and butter to papa eve.,,1,4,-1.386294361,0.4543642997741699,-0.5105180740356445,-0.7002840042114258,-0.8758707046508789,-0.431149959564209,-0.2504100799560547,0.04996347427368164,-0.5546422004699707
9811,Just give the rope a little bit of a shake.,give,give,the rope,i,a little bit of a shake,i,give the rope a little bit of a shake,VB,1,,NN,NOUN,2,NN,NOUN,4,,,11,dative,alternating,Just give a little bit of a shake to the rope.,,2,6,-1.098612289,-0.1519334316253662,-0.4323148727416992,-0.29276204109191895,-0.6005332469940186,-0.6540913581848145,-0.21458840370178223,-0.5691983699798584,-0.5491170883178711
11109,"¤ If I was a bright star, I'd tell them to bring us luck, both of them altogether.",bring,bring,us,a,luck,i,bring us luck,VB,13,,PRP,PRON,14,NN,NOUN,15,,,22,dative,alternating,"¤ If I was a bright star, I'd tell them to bring luck to us, both of them altogether.",,1,1,0.0,0.2583935260772705,-0.2020113468170166,-0.15281248092651367,-0.34804391860961914,-0.25192880630493164,-0.04894447326660156,-0.2748904228210449,0.0024280548095703125
10146,"Unni, you lent Myeong Soo Oppa money?",lend,lent,myeong soo oppa,a,money,i,lent myeong soo oppa money,VBD,3,you,NNP,PROPN,4,NN,NOUN,7,,,9,dative,alternating,"Unni, you lent money to Myeong Soo Oppa?",,3,1,1.098612289,-0.8730416297912598,-0.8158020973205566,-1.4979052543640137,-1.053323745727539,-1.0305776596069336,-1.6725878715515137,-0.8040919303894043,-0.7485036849975586
995,i give you a bite of this one.,give,give,you,a,a bite of this one,i,give you a bite of this one,VBP,1,i,PRP,PRON,2,NN,NOUN,3,,,9,dative,alternating,i give a bite of this one to you.,,1,5,-1.609437912,0.5802958011627197,-0.09247469902038574,-0.7492778301239014,-0.22147345542907715,-0.43730926513671875,0.2799539566040039,0.25652503967285156,0.3035874366760254
7447,"If you can tell me anything which does away with the difficulty, this is the time to tell it.",tell,tell,me,a,anything which does away with the difficulty,i,tell me anything which does away with the difficulty,VB,3,you,PRP,PRON,4,NN,PRON,5,,,21,dative,alternating,"If you can tell anything which does away with the difficulty to me, this is the time to tell it.",,1,7,-1.945910149,0.14867472648620605,0.1447739601135254,0.07750201225280762,0.10823702812194824,0.0243988037109375,0.2856903076171875,0.06339311599731445,0.15162420272827148
668,did you bring your teacher a present yesterday.,bring,bring,your teacher,a,a present,i,bring your teacher a present,VB,2,you,NN,NOUN,3,NN,NOUN,5,,,9,dative,alternating,did you bring a present to your teacher yesterday.,,2,2,0.0,-0.22101855278015137,0.004980564117431641,-0.1907663345336914,-0.7678065299987793,-0.18023395538330078,-0.29671525955200195,-0.1657547950744629,0.23788881301879883
15760,Gave me a medal.,give,Gave,me,a,a medal,i,Gave me a medal,VBD,0,,PRP,PRON,1,NN,NOUN,2,,,5,dative,alternating,Gave a medal to me.,,1,2,-0.6931471806,0.46915388107299805,-0.4120917320251465,-0.31857919692993164,-0.17015981674194336,-1.0206270217895508,0.27436304092407227,-0.08455801010131836,-0.8366098403930664
18515,"""When I pine, she gives me succour... """,give,gives,me,a,succour,i,gives me succour,VBZ,6,she,PRP,PRON,7,NN,NOUN,8,,,13,dative,alternating,"""When I pine, she gives succour to me... """,,1,1,0.0,0.11898946762084961,-0.14722442626953125,-0.23349475860595703,-0.3306293487548828,-0.34525585174560547,-0.30398035049438477,0.2173142433166504,0.5105586051940918
10305,"To ignore the facts, give you the benefit of the doubt.",give,give,you,a,the benefit of the doubt,i,give you the benefit of the doubt,VB,5,,PRP,PRON,6,NN,NOUN,7,,,13,dative,alternating,"To ignore the facts, give the benefit of the doubt to you.",,1,5,-1.609437912,0.5726344585418701,-0.02232050895690918,-0.29961538314819336,-0.3401980400085449,-0.37111830711364746,-0.04526090621948242,-0.3149118423461914,0.07905292510986328
3925,He used to hear our lessons and tell us splendid stories and saw that we always said our prayers.,tell,tell,us,a,splendid stories,i,tell us splendid stories,VB,7,,PRP,PRON,8,NNS,NOUN,9,,,20,dative,alternating,He used to hear our lessons and tell splendid stories to us and saw that we always said our prayers.,,1,2,-0.6931471806,0.21860885620117188,-0.054646968841552734,-0.049323081970214844,-0.19449090957641602,-0.19811177253723145,0.14670562744140625,-0.007800102233886719,-0.18522167205810547
10127,Give us one more bottle here please.,give,Give,us,a,one more bottle,i,Give us one more bottle,VB,0,,PRP,PRON,1,NN,NOUN,2,,,8,dative,alternating,Give one more bottle to us here please.,,1,3,-1.098612289,0.5869498252868652,-0.370563268661499,0.16913414001464844,-0.6142034530639648,-0.6036672592163086,0.1899576187133789,0.028896808624267578,-0.10506200790405273
1583,"Because if we actually can address th those real concerns, you know, you know  the point that brother  just made about why should he leave you to join unison  try and crystallize that out in a Northumberland way, if that's possible, it may not be, it may be difficult on, on a short punchy A five leaflet  it will probably service because I mean it c it can be photocopied, there's nothing wonderful, I mean it doesn't have to be sort of the most wonderful printing techniques and giving them desktop publishing.",give,giving,them,a,desktop publishing,i,giving them desktop publishing,VBG,103,,PRP,PRON,104,NN,NOUN,105,,,108,dative,alternating,"Because if we actually can address th those real concerns, you know, you know  the point that brother  just made about why should he leave you to join unison  try and crystallize that out in a Northumberland way, if that's possible, it may not be, it may be difficult on, on a short punchy A five leaflet  it will probably service because I mean it c it can be photocopied, there's nothing wonderful, I mean it doesn't have to be sort of the most wonderful printing techniques and giving desktop publishing to them.",,1,2,-0.6931471806,-0.01894092559814453,-0.029868602752685547,-0.03204631805419922,-0.005259513854980469,-0.022801876068115234,-0.005110263824462891,-0.004817008972167969,-0.018108844757080078
22098,She gives the knight a year and a day to find out what women really want.,give,gives,the knight,a,a year and a day to find out what women really want,i,gives the knight a year and a day to find out what women really want,VBZ,1,she,NN,NOUN,2,NN,NOUN,4,,,17,dative,alternating,She gives a year and a day to find out what women really want to the knight.,,2,12,-1.791759469,0.6722092628479004,0.13831067085266113,0.4777095317840576,0.2925076484680176,0.5258870124816895,0.18213129043579102,0.04941844940185547,-0.19733905792236328
17906,-You were about to tell me your theory.,tell,tell,me,a,your theory,i,tell me your theory,VB,4,,PRP,PRON,5,NN,NOUN,6,,,9,dative,alternating,-You were about to tell your theory to me.,,1,2,-0.6931471806,0.11302423477172852,0.18137097358703613,0.30962467193603516,0.32178497314453125,-0.3044710159301758,0.006757020950317383,0.06704378128051758,0.48239803314208984
824,do you wanna read me another book?,read,read,me,a,another book,i,read me another book,VB,3,you,PRP,PRON,4,NN,NOUN,5,,,8,dative,alternating,do you wanna read another book to me?,,1,2,-0.6931471806,-0.05980682373046875,-0.2942166328430176,-0.2335796356201172,-0.8725802898406982,-0.5161240100860596,-0.18529582023620605,-0.14062929153442383,-0.3002603054046631
4271,"But you counted on the prince’s, gratitude towards Pavlicheff; you never lent him any money; he owes you nothing; then what were you counting upon if not on his gratitude?",lend,lent,him,a,any money,i,lent him any money,VBD,14,you,PRP,PRON,15,NN,NOUN,16,,,36,dative,alternating,"But you counted on the prince’s, gratitude towards Pavlicheff; you never lent any money to him; he owes you nothing; then what were you counting upon if not on his gratitude?",,1,2,-0.6931471806,0.030532360076904297,-0.12434673309326172,-0.08139324188232422,-0.1763925552368164,-0.15181827545166016,-0.12279176712036133,0.003981113433837891,-0.029483318328857422
4050,"`` I do n't know much about sickness, '' spoke up Frances firmly, `` but if to sit by the child and give him his medicine regularly is all that is necessary, I am sure I can do that.",give,give,him,a,his medicine,i,give him his medicine,VB,26,,PRP,PRON,27,NN,NOUN,28,,,45,dative,alternating,"`` I do n't know much about sickness, '' spoke up Frances firmly, `` but if to sit by the child and give his medicine to him regularly is all that is necessary, I am sure I can do that.",,1,2,-0.6931471806,-0.025218486785888672,-0.10996747016906738,-0.07227158546447754,-0.13193273544311523,0.0007419586181640625,-0.008641719818115234,0.024948596954345703,-0.14273405075073242
15409,I gave you something and you threw it away.,give,gave,you,a,something,i,gave you something,VBD,1,i,PRP,PRON,2,NN,PRON,3,,,10,dative,alternating,I gave something to you and you threw it away.,,1,1,0.0,0.17684626579284668,-0.3399231433868408,0.04338550567626953,-0.2881886959075928,-0.28392815589904785,1.1323161125183105,0.7376930713653564,0.9487626552581787
11550,You taught me that.,teach,taught,me,a,that,i,taught me that,VBD,1,you,PRP,PRON,2,DT,PRON,3,,,5,dative,alternating,You taught that to me.,,1,1,0.0,0.09010672569274902,-0.12817835807800293,0.6943695545196533,0.4881772994995117,-0.4151146411895752,0.5441889762878418,0.7283825874328613,0.8578600883483887
16441,Let me tell you something.,tell,tell,you,a,something,i,tell you something,VB,2,me,PRP,PRON,3,NN,PRON,4,,,6,dative,alternating,Let me tell something to you.,,1,1,0.0,0.8906822204589844,0.2794311046600342,0.414858341217041,0.2093977928161621,-0.5122315883636475,1.136202335357666,0.7599291801452637,1.5271251201629639
10738,I've just sent you everything I found on Strucker's location.,send,sent,you,a,everything i found on strucker's location,i,sent you everything i found on strucker's location,VBN,3,i,PRP,PRON,4,NN,PRON,5,,,13,dative,alternating,I've just sent everything i found on strucker's location to you.,,1,6,-1.791759469,0.1912069320678711,0.08180999755859375,-0.09957575798034668,-0.13183903694152832,-0.595050573348999,0.15341758728027344,-0.05141639709472656,0.30960893630981445
1962,I'll tell you one that isn't too rude.,tell,tell,you,a,one that is n't too rude,i,tell you one that is n't too rude,VB,2,i,PRP,PRON,3,NN,NOUN,4,,,11,dative,alternating,I'll tell one that isn't too rude to you.,,1,6,-1.791759469,0.5659618377685547,0.21759366989135742,-0.10325908660888672,0.41884469985961914,-0.17412757873535156,0.15881133079528809,0.41185832023620605,0.39395570755004883
13798,Why don't you ask him that yourself?,ask,ask,him,a,that,i,ask him that,VB,4,you,PRP,PRON,5,DT,PRON,6,,,9,dative,alternating,Why don't you ask that to him yourself?,,1,1,0.0,0.11963558197021484,-0.025400400161743164,0.44792866706848145,0.06642842292785645,0.06893324851989746,0.5715067386627197,0.4057347774505615,0.8314805030822754
17758,"Just give me a minute, will you?",give,give,me,a,a minute,i,give me a minute,VB,1,,PRP,PRON,2,NN,NOUN,3,,,9,dative,alternating,"Just give a minute to me, will you?",,1,2,-0.6931471806,0.8522708415985107,-0.2766144275665283,-0.12728643417358398,-0.05404233932495117,-0.46164798736572266,0.4736974239349365,0.18426513671875,0.4164891242980957
5128,"On this Abul discovered that the King had been playing a practical joke on him, and he said: ""O King, you have given me much misery. """,give,given,me,a,much misery,i,given me much misery,VBN,26,you,PRP,PRON,27,NN,NOUN,28,,,32,dative,alternating,"On this Abul discovered that the King had been playing a practical joke on him, and he said: ""O King, you have given much misery to me. """,,1,2,-0.6931471806,0.0054509639739990234,-0.09618544578552246,-0.14109277725219727,-0.20379972457885742,-0.24239826202392578,-0.1823272705078125,-0.1222071647644043,-0.002707958221435547
18754,tell me the truth,tell,tell,me,a,the truth,i,tell me the truth,VB,0,,PRP,PRON,1,NN,NOUN,2,,,4,dative,alternating,tell the truth to me,,1,2,-0.6931471806,0.4409644603729248,-0.04790067672729492,-0.11960029602050781,-1.1406335830688477,-1.1584997177124023,0.6547732353210449,-0.38453149795532227,-1.3850688934326172
762,who gave you that?,give,gave,you,a,that,i,gave you that,VBD,1,who,PRP,PRON,2,DT,PRON,3,,,5,dative,alternating,who gave that to you?,,1,1,0.0,-0.2166450023651123,-0.7730333805084229,0.3316798210144043,-0.04148292541503906,-0.5771722793579102,-0.052849769592285156,-0.16188859939575195,0.8362455368041992
19635,"Come on, sir, give us a penny!",give,give,us,a,a penny,i,give us a penny,VB,5,,PRP,PRON,6,NN,NOUN,7,,,10,dative,alternating,"Come on, sir, give a penny to us!",,1,2,-0.6931471806,0.39643073081970215,-0.0935368537902832,-0.2795131206512451,-0.49579501152038574,-0.5885872840881348,0.08353328704833984,0.0952911376953125,-0.09380197525024414
16483,"No, you gave me a photo.",give,gave,me,a,a photo,i,gave me a photo,VBD,3,you,PRP,PRON,4,NN,NOUN,5,,,8,dative,alternating,"No, you gave a photo to me.",,1,2,-0.6931471806,0.42961645126342773,-0.043894052505493164,-0.19109654426574707,-0.28357601165771484,-0.3983328342437744,0.446502685546875,0.19118404388427734,0.7390661239624023
